Date,AirportName,PercentOfBaseline
2020-07-24,Daniel K. Inouye International,92.0
2020-07-24,Denver International,72.0
2020-07-24,Detroit Metropolitan Wayne County,53.0
2020-07-24,Hartsfield-Jackson Atlanta International,61.0
2020-07-24,John F. Kennedy International,63.0
2020-07-24,LaGuardia,57.0
2020-07-24,Los Angeles International,72.0
2020-07-24,McCarran International,35.0
2020-07-24,Miami International,78.0
2020-07-24,Newark Liberty International,100.0
2020-07-24,San Francisco International,57.0
2020-07-24,Seattle-Tacoma International,75.0
2020-07-24,Washington Dulles International,50.0
2020-07-25,Boston Logan International,64.0
2020-07-25,Charlotte Douglas International,71.0
2020-07-25,Chicago OHare International,73.0
2020-07-25,Dallas/Fort Worth International,67.0
2020-07-25,Daniel K. Inouye International,91.0
2020-07-25,Denver International,61.0
2020-07-25,Detroit Metropolitan Wayne County,45.0
2020-07-25,Hartsfield-Jackson Atlanta International,62.0
2020-07-25,John F. Kennedy International,67.0
2020-07-25,LaGuardia,62.0
2020-07-25,Los Angeles International,68.0
2020-07-25,McCarran International,32.0
2020-07-25,Miami International,67.0
2020-07-25,Newark Liberty International,100.0
2020-07-25,San Francisco International,43.0
2020-07-25,Seattle-Tacoma International,65.0
2020-07-25,Washington Dulles International,53.0
2020-07-26,Boston Logan International,67.0
2020-07-26,Charlotte Douglas International,98.0
2020-07-26,Chicago OHare International,58.0
2020-07-26,Dallas/Fort Worth International,53.0
2020-07-26,Daniel K. Inouye International,90.0
2020-07-26,Denver International,54.0
2020-07-26,Detroit Metropolitan Wayne County,37.0
2020-07-26,Hartsfield-Jackson Atlanta International,59.0
2020-07-26,John F. Kennedy International,79.0
2020-07-26,LaGuardia,59.0
2020-07-26,Los Angeles International,66.0
2020-07-26,McCarran International,28.0
2020-07-26,Miami International,76.0
2020-07-26,Newark Liberty International,100.0
2020-07-26,San Francisco International,40.0
2020-07-26,Seattle-Tacoma International,55.0
2020-07-26,Washington Dulles International,50.0
2020-07-27,Boston Logan International,71.0
2020-07-27,Charlotte Douglas International,95.0
2020-07-27,Chicago OHare International,72.0
2020-07-27,Dallas/Fort Worth International,81.0
2020-07-27,Daniel K. Inouye International,61.0
2020-07-27,Denver International,69.0
2020-07-27,Detroit Metropolitan Wayne County,49.0
2020-07-27,Hartsfield-Jackson Atlanta International,67.0
2020-07-27,John F. Kennedy International,57.0
2020-07-27,LaGuardia,62.0
2020-07-27,Los Angeles International,72.0
2020-07-27,McCarran International,48.0
2020-07-27,Miami International,73.0
2020-07-27,Newark Liberty International,100.0
2020-07-27,San Francisco International,61.0
2020-07-27,Seattle-Tacoma International,64.0
2020-07-27,Washington Dulles International,57.0
2020-07-28,Boston Logan International,77.0
2020-07-28,Charlotte Douglas International,100.0
2020-07-28,Chicago OHare International,77.0
2020-07-28,Dallas/Fort Worth International,82.0
2020-07-28,Daniel K. Inouye International,85.0
2020-07-28,Denver International,71.0
2020-07-28,Detroit Metropolitan Wayne County,49.0
2020-07-28,Hartsfield-Jackson Atlanta International,63.0
2020-07-28,John F. Kennedy International,58.0
2020-07-28,LaGuardia,64.0
2020-07-28,Los Angeles International,72.0
2020-07-28,McCarran International,32.0
2020-07-28,Miami International,84.0
2020-07-28,Newark Liberty International,100.0
2020-07-28,San Francisco International,60.0
2020-07-28,Seattle-Tacoma International,65.0
2020-07-28,Washington Dulles International,57.0
2020-07-29,Boston Logan International,66.0
2020-07-29,Charlotte Douglas International,79.0
2020-07-29,Chicago OHare International,83.0
2020-07-29,Dallas/Fort Worth International,87.0
2020-07-29,Daniel K. Inouye International,89.0
2020-07-29,Denver International,66.0
2020-07-29,Detroit Metropolitan Wayne County,55.0
2020-07-29,Hartsfield-Jackson Atlanta International,68.0
2020-07-29,John F. Kennedy International,61.0
2020-07-29,LaGuardia,61.0
2020-07-29,Los Angeles International,70.0
2020-07-29,McCarran International,39.0
2020-07-29,Miami International,70.0
2020-07-29,Newark Liberty International,100.0
2020-07-29,San Francisco International,57.0
2020-07-29,Seattle-Tacoma International,74.0
2020-07-29,Washington Dulles International,60.0
2020-07-30,Boston Logan International,62.0
2020-07-30,Charlotte Douglas International,89.0
2020-07-30,Chicago OHare International,81.0
2020-07-30,Dallas/Fort Worth International,84.0
2020-07-30,Daniel K. Inouye International,90.0
2020-07-30,Denver International,65.0
2020-07-30,Detroit Metropolitan Wayne County,47.0
2020-07-30,Hartsfield-Jackson Atlanta International,64.0
2020-07-30,John F. Kennedy International,61.0
2020-07-30,LaGuardia,68.0
2020-07-30,Los Angeles International,70.0
2020-07-30,McCarran International,35.0
2020-07-30,Miami International,69.0
2020-07-30,Newark Liberty International,100.0
2020-07-30,San Francisco International,51.0
2020-07-30,Seattle-Tacoma International,72.0
2020-07-30,Washington Dulles International,62.0
2020-07-31,Boston Logan International,69.0
2020-07-31,Charlotte Douglas International,80.0
2020-07-31,Chicago OHare International,78.0
2020-07-31,Dallas/Fort Worth International,74.0
2020-07-31,Daniel K. Inouye International,92.0
2020-07-31,Denver International,60.0
2020-07-31,Detroit Metropolitan Wayne County,43.0
2020-07-31,Hartsfield-Jackson Atlanta International,61.0
2020-07-31,John F. Kennedy International,52.0
2020-07-31,LaGuardia,56.0
2020-07-31,Los Angeles International,70.0
2020-07-31,McCarran International,30.0
2020-07-31,Miami International,82.0
2020-07-31,Newark Liberty International,100.0
2020-07-31,San Francisco International,53.0
2020-07-31,Seattle-Tacoma International,69.0
2020-07-31,Washington Dulles International,55.0
2020-08-01,Boston Logan International,59.0
2020-08-01,Charlotte Douglas International,62.0
2020-08-01,Chicago OHare International,74.0
2020-08-01,Dallas/Fort Worth International,73.0
2020-08-01,Daniel K. Inouye International,100.0
2020-08-01,Denver International,49.0
2020-08-01,Detroit Metropolitan Wayne County,39.0
2020-08-01,Hartsfield-Jackson Atlanta International,64.0
2020-08-01,John F. Kennedy International,73.0
2020-08-01,LaGuardia,74.0
2020-08-01,Los Angeles International,71.0
2020-08-01,McCarran International,31.0
2020-08-01,Miami International,55.0
2020-08-01,Newark Liberty International,100.0
2020-08-01,San Francisco International,47.0
2020-08-01,Seattle-Tacoma International,54.0
2020-08-01,Washington Dulles International,59.0
2020-08-02,Boston Logan International,68.0
2020-08-02,Charlotte Douglas International,66.0
2020-08-02,Chicago OHare International,61.0
2020-08-02,Dallas/Fort Worth International,51.0
2020-08-02,Daniel K. Inouye International,95.0
2020-08-02,Denver International,50.0
2020-08-02,Detroit Metropolitan Wayne County,40.0
2020-08-02,Hartsfield-Jackson Atlanta International,51.0
2020-08-02,John F. Kennedy International,88.0
2020-08-02,LaGuardia,57.0
2020-08-02,Los Angeles International,57.0
2020-08-02,McCarran International,34.0
2020-08-02,Miami International,66.0
2020-08-02,Newark Liberty International,100.0
2020-08-02,San Francisco International,41.0
2020-08-02,Seattle-Tacoma International,48.0
2020-08-02,Washington Dulles International,54.0
2020-08-03,Boston Logan International,67.0
2020-08-03,Charlotte Douglas International,89.0
2020-08-03,Chicago OHare International,74.0
2020-08-03,Dallas/Fort Worth International,74.0
2020-08-03,Daniel K. Inouye International,99.0
2020-08-03,Denver International,59.0
2020-08-03,Detroit Metropolitan Wayne County,43.0
2020-08-03,Hartsfield-Jackson Atlanta International,63.0
2020-08-03,John F. Kennedy International,55.0
2020-08-03,LaGuardia,68.0
2020-08-03,Los Angeles International,71.0
2020-08-03,McCarran International,53.0
2020-08-03,Miami International,74.0
2020-08-03,Newark Liberty International,100.0
2020-08-03,San Francisco International,59.0
2020-08-03,Seattle-Tacoma International,56.0
2020-08-03,Washington Dulles International,64.0
2020-08-04,Boston Logan International,73.0
2020-08-04,Charlotte Douglas International,99.0
2020-08-04,Chicago OHare International,79.0
2020-08-04,Dallas/Fort Worth International,81.0
2020-08-04,Daniel K. Inouye International,88.0
2020-08-04,Denver International,67.0
2020-08-04,Detroit Metropolitan Wayne County,49.0
2020-08-04,Hartsfield-Jackson Atlanta International,68.0
2020-08-04,John F. Kennedy International,54.0
2020-08-04,LaGuardia,54.0
2020-08-04,Los Angeles International,76.0
2020-08-04,McCarran International,49.0
2020-08-04,Miami International,72.0
2020-08-04,Newark Liberty International,100.0
2020-08-04,San Francisco International,57.0
2020-08-04,Seattle-Tacoma International,79.0
2020-08-04,Washington Dulles International,57.0
2020-08-05,Boston Logan International,68.0
2020-08-05,Charlotte Douglas International,77.0
2020-08-05,Chicago OHare International,78.0
2020-08-05,Dallas/Fort Worth International,81.0
2020-08-05,Daniel K. Inouye International,97.0
2020-08-05,Denver International,68.0
2020-08-05,Detroit Metropolitan Wayne County,50.0
2020-08-05,Hartsfield-Jackson Atlanta International,65.0
2020-08-05,John F. Kennedy International,59.0
2020-08-05,LaGuardia,65.0
2020-08-05,Los Angeles International,72.0
2020-08-05,McCarran International,42.0
2020-08-05,Miami International,70.0
2020-08-05,Newark Liberty International,100.0
2020-08-05,San Francisco International,63.0
2020-08-05,Seattle-Tacoma International,72.0
2020-08-05,Washington Dulles International,66.0
2020-08-06,Boston Logan International,65.0
2020-08-06,Charlotte Douglas International,97.0
2020-08-06,Chicago OHare International,80.0
2020-08-06,Dallas/Fort Worth International,75.0
2020-08-06,Daniel K. Inouye International,97.0
2020-08-06,Denver International,75.0
2020-08-06,Detroit Metropolitan Wayne County,44.0
2020-08-06,Hartsfield-Jackson Atlanta International,64.0
2020-08-06,John F. Kennedy International,62.0
2020-08-06,LaGuardia,68.0
2020-08-06,Los Angeles International,79.0
2020-08-06,McCarran International,48.0
2020-08-06,Miami International,70.0
2020-08-06,Newark Liberty International,100.0
2020-08-06,San Francisco International,64.0
2020-08-06,Seattle-Tacoma International,69.0
2020-08-06,Washington Dulles International,65.0
2020-08-07,Boston Logan International,62.0
2020-08-07,Charlotte Douglas International,83.0
2020-08-07,Chicago OHare International,72.0
2020-08-07,Dallas/Fort Worth International,84.0
2020-08-07,Daniel K. Inouye International,88.0
2020-08-07,Denver International,72.0
2020-08-07,Detroit Metropolitan Wayne County,50.0
2020-08-07,Hartsfield-Jackson Atlanta International,64.0
2020-08-07,John F. Kennedy International,54.0
2020-08-07,LaGuardia,59.0
2020-08-07,Los Angeles International,76.0
2020-08-07,McCarran International,33.0
2020-08-07,Miami International,76.0
2020-08-07,Newark Liberty International,100.0
2020-08-07,San Francisco International,59.0
2020-08-07,Seattle-Tacoma International,80.0
2020-08-07,Washington Dulles International,60.0
2020-08-08,Boston Logan International,63.0
2020-08-08,Charlotte Douglas International,79.0
2020-08-08,Chicago OHare International,72.0
2020-08-08,Dallas/Fort Worth International,64.0
2020-08-08,Daniel K. Inouye International,94.0
2020-08-08,Denver International,53.0
2020-08-08,Detroit Metropolitan Wayne County,47.0
2020-08-08,Hartsfield-Jackson Atlanta International,65.0
2020-08-08,John F. Kennedy International,71.0
2020-08-08,LaGuardia,64.0
2020-08-08,Los Angeles International,66.0
2020-08-08,McCarran International,29.0
2020-08-08,Miami International,51.0
2020-08-08,Newark Liberty International,100.0
2020-08-08,San Francisco International,44.0
2020-08-08,Seattle-Tacoma International,76.0
2020-08-08,Washington Dulles International,46.0
2020-08-09,Boston Logan International,60.0
2020-08-09,Charlotte Douglas International,78.0
2020-08-09,Chicago OHare International,61.0
2020-08-09,Dallas/Fort Worth International,65.0
2020-08-09,Daniel K. Inouye International,94.0
2020-08-09,Denver International,49.0
2020-08-09,Detroit Metropolitan Wayne County,35.0
2020-08-09,Hartsfield-Jackson Atlanta International,63.0
2020-08-09,John F. Kennedy International,80.0
2020-08-09,LaGuardia,58.0
2020-08-09,Los Angeles International,66.0
2020-08-09,McCarran International,19.0
2020-08-09,Miami International,63.0
2020-08-09,Newark Liberty International,100.0
2020-08-09,San Francisco International,49.0
2020-08-09,Seattle-Tacoma International,56.0
2020-08-09,Washington Dulles International,44.0
2020-08-10,Boston Logan International,66.0
2020-08-10,Charlotte Douglas International,96.0
2020-08-10,Chicago OHare International,72.0
2020-08-10,Dallas/Fort Worth International,80.0
2020-08-10,Daniel K. Inouye International,87.0
2020-08-10,Denver International,64.0
2020-08-10,Detroit Metropolitan Wayne County,45.0
2020-08-10,Hartsfield-Jackson Atlanta International,57.0
2020-08-10,John F. Kennedy International,58.0
2020-08-10,LaGuardia,66.0
2020-08-10,Los Angeles International,77.0
2020-08-10,McCarran International,38.0
2020-08-10,Miami International,62.0
2020-08-10,Newark Liberty International,100.0
2020-08-10,San Francisco International,53.0
2020-08-10,Seattle-Tacoma International,67.0
2020-08-10,Washington Dulles International,61.0
2020-08-11,Boston Logan International,63.0
2020-08-11,Charlotte Douglas International,85.0
2020-08-11,Chicago OHare International,77.0
2020-08-11,Dallas/Fort Worth International,80.0
2020-08-11,Daniel K. Inouye International,95.0
2020-08-11,Denver International,66.0
2020-08-11,Detroit Metropolitan Wayne County,47.0
2020-08-11,Hartsfield-Jackson Atlanta International,65.0
2020-08-11,John F. Kennedy International,65.0
2020-08-11,LaGuardia,67.0
2020-08-11,Los Angeles International,75.0
2020-08-11,McCarran International,55.0
2020-08-11,Miami International,79.0
2020-08-11,Newark Liberty International,100.0
2020-08-11,San Francisco International,51.0
2020-08-11,Seattle-Tacoma International,66.0
2020-08-11,Washington Dulles International,64.0
2020-08-12,Boston Logan International,75.0
2020-08-12,Charlotte Douglas International,94.0
2020-08-12,Chicago OHare International,81.0
2020-08-12,Dallas/Fort Worth International,84.0
2020-08-12,Daniel K. Inouye International,83.0
2020-08-12,Denver International,67.0
2020-08-12,Detroit Metropolitan Wayne County,42.0
2020-08-12,Hartsfield-Jackson Atlanta International,68.0
2020-08-12,John F. Kennedy International,58.0
2020-08-12,LaGuardia,75.0
2020-08-12,Los Angeles International,71.0
2020-08-12,McCarran International,27.0
2020-08-12,Miami International,75.0
2020-08-12,Newark Liberty International,100.0
2020-08-12,San Francisco International,53.0
2020-08-12,Seattle-Tacoma International,77.0
2020-08-12,Washington Dulles International,59.0
2020-08-13,Boston Logan International,62.0
2020-08-13,Charlotte Douglas International,91.0
2020-08-13,Chicago OHare International,81.0
2020-08-13,Dallas/Fort Worth International,77.0
2020-08-13,Daniel K. Inouye International,85.0
2020-08-13,Denver International,64.0
2020-08-13,Detroit Metropolitan Wayne County,55.0
2020-08-13,Hartsfield-Jackson Atlanta International,75.0
2020-08-13,John F. Kennedy International,59.0
2020-08-13,LaGuardia,58.0
2020-08-13,Los Angeles International,78.0
2020-08-13,McCarran International,33.0
2020-08-13,Miami International,70.0
2020-08-13,Newark Liberty International,100.0
2020-08-13,San Francisco International,50.0
2020-08-13,Seattle-Tacoma International,66.0
2020-08-13,Washington Dulles International,57.0
2020-08-14,Boston Logan International,68.0
2020-08-14,Charlotte Douglas International,90.0
2020-08-14,Chicago OHare International,77.0
2020-08-14,Dallas/Fort Worth International,88.0
2020-08-14,Daniel K. Inouye International,85.0
2020-08-14,Denver International,71.0
2020-08-14,Detroit Metropolitan Wayne County,43.0
2020-08-14,Hartsfield-Jackson Atlanta International,65.0
2020-08-14,John F. Kennedy International,54.0
2020-08-14,LaGuardia,59.0
2020-08-14,Los Angeles International,76.0
2020-08-14,McCarran International,36.0
2020-08-14,Miami International,73.0
2020-08-14,Newark Liberty International,100.0
2020-08-14,San Francisco International,57.0
2020-08-14,Seattle-Tacoma International,69.0
2020-08-14,Washington Dulles International,52.0
2020-08-15,Boston Logan International,57.0
2020-08-15,Charlotte Douglas International,87.0
2020-08-15,Chicago OHare International,68.0
2020-08-15,Dallas/Fort Worth International,67.0
2020-08-15,Daniel K. Inouye International,89.0
2020-08-15,Denver International,57.0
2020-08-15,Detroit Metropolitan Wayne County,52.0
2020-08-15,Hartsfield-Jackson Atlanta International,68.0
2020-08-15,John F. Kennedy International,64.0
2020-08-15,LaGuardia,59.0
2020-08-15,Los Angeles International,69.0
2020-08-15,McCarran International,35.0
2020-08-15,Miami International,44.0
2020-08-15,Newark Liberty International,100.0
2020-08-15,San Francisco International,49.0
2020-08-15,Seattle-Tacoma International,58.0
2020-08-15,Washington Dulles International,43.0
2020-08-16,Boston Logan International,62.0
2020-08-16,Charlotte Douglas International,82.0
2020-08-16,Chicago OHare International,68.0
2020-08-16,Dallas/Fort Worth International,65.0
2020-08-16,Daniel K. Inouye International,87.0
2020-08-16,Denver International,58.0
2020-08-16,Detroit Metropolitan Wayne County,40.0
2020-08-16,Hartsfield-Jackson Atlanta International,56.0
2020-08-16,John F. Kennedy International,84.0
2020-08-16,LaGuardia,53.0
2020-08-16,Los Angeles International,63.0
2020-08-16,McCarran International,36.0
2020-08-16,Miami International,60.0
2020-08-16,Newark Liberty International,100.0
2020-08-16,San Francisco International,45.0
2020-08-16,Seattle-Tacoma International,53.0
2020-08-16,Washington Dulles International,54.0
2020-08-17,Boston Logan International,62.0
2020-08-17,Charlotte Douglas International,82.0
2020-08-17,Chicago OHare International,68.0
2020-08-17,Dallas/Fort Worth International,0.0
2020-08-17,Daniel K. Inouye International,87.0
2020-08-17,Denver International,58.0
2020-08-17,Detroit Metropolitan Wayne County,40.0
2020-08-17,Hartsfield-Jackson Atlanta International,0.0
2020-08-17,John F. Kennedy International,0.0
2020-08-17,LaGuardia,53.0
2020-08-17,Los Angeles International,1.0
2020-08-17,McCarran International,36.0
2020-08-17,Miami International,60.0
2020-08-17,Newark Liberty International,100.0
2020-08-17,San Francisco International,45.0
2020-08-17,Seattle-Tacoma International,53.0
2020-08-17,Washington Dulles International,54.0
2020-08-18,Boston Logan International,67.0
2020-08-18,Charlotte Douglas International,95.0
2020-08-18,Chicago OHare International,79.0
2020-08-18,Dallas/Fort Worth International,85.0
2020-08-18,Daniel K. Inouye International,99.0
2020-08-18,Denver International,72.0
2020-08-18,Detroit Metropolitan Wayne County,57.0
2020-08-18,Hartsfield-Jackson Atlanta International,63.0
2020-08-18,John F. Kennedy International,58.0
2020-08-18,LaGuardia,74.0
2020-08-18,Los Angeles International,75.0
2020-08-18,McCarran International,44.0
2020-08-18,Miami International,73.0
2020-08-18,Newark Liberty International,100.0
2020-08-18,San Francisco International,52.0
2020-08-18,Seattle-Tacoma International,64.0
2020-08-18,Washington Dulles International,61.0
2020-08-19,Boston Logan International,70.0
2020-08-19,Charlotte Douglas International,94.0
2020-08-19,Chicago OHare International,77.0
2020-08-19,Dallas/Fort Worth International,87.0
2020-08-19,Daniel K. Inouye International,95.0
2020-08-19,Denver International,71.0
2020-08-19,Detroit Metropolitan Wayne County,49.0
2020-08-19,Hartsfield-Jackson Atlanta International,69.0
2020-08-19,John F. Kennedy International,61.0
2020-08-19,LaGuardia,78.0
2020-08-19,Los Angeles International,73.0
2020-08-19,McCarran International,47.0
2020-08-19,Miami International,71.0
2020-08-19,Newark Liberty International,100.0
2020-08-19,San Francisco International,48.0
2020-08-19,Seattle-Tacoma International,73.0
2020-08-19,Washington Dulles International,67.0
2020-08-20,Boston Logan International,61.0
2020-08-20,Charlotte Douglas International,89.0
2020-08-20,Chicago OHare International,81.0
2020-08-20,Dallas/Fort Worth International,81.0
2020-08-20,Daniel K. Inouye International,88.0
2020-08-20,Denver International,71.0
2020-08-20,Detroit Metropolitan Wayne County,48.0
2020-08-20,Hartsfield-Jackson Atlanta International,71.0
2020-08-20,John F. Kennedy International,64.0
2020-08-20,LaGuardia,87.0
2020-08-20,Los Angeles International,80.0
2020-08-20,McCarran International,38.0
2020-08-20,Miami International,70.0
2020-08-20,Newark Liberty International,100.0
2020-08-20,San Francisco International,47.0
2020-08-20,Seattle-Tacoma International,68.0
2020-08-20,Washington Dulles International,69.0
2020-08-21,Boston Logan International,66.0
2020-08-21,Charlotte Douglas International,87.0
2020-08-21,Chicago OHare International,77.0
2020-08-21,Dallas/Fort Worth International,76.0
2020-08-21,Daniel K. Inouye International,68.0
2020-08-21,Denver International,81.0
2020-08-21,Detroit Metropolitan Wayne County,49.0
2020-08-21,Hartsfield-Jackson Atlanta International,68.0
2020-08-21,John F. Kennedy International,56.0
2020-08-21,LaGuardia,82.0
2020-08-21,Los Angeles International,77.0
2020-08-21,McCarran International,42.0
2020-08-21,Miami International,75.0
2020-08-21,Newark Liberty International,100.0
2020-08-21,San Francisco International,48.0
2020-08-21,Seattle-Tacoma International,67.0
2020-08-21,Washington Dulles International,58.0
2020-08-22,Boston Logan International,69.0
2020-08-22,Charlotte Douglas International,72.0
2020-08-22,Chicago OHare International,72.0
2020-08-22,Dallas/Fort Worth International,76.0
2020-08-22,Daniel K. Inouye International,80.0
2020-08-22,Denver International,56.0
2020-08-22,Detroit Metropolitan Wayne County,48.0
2020-08-22,Hartsfield-Jackson Atlanta International,73.0
2020-08-22,John F. Kennedy International,66.0
2020-08-22,LaGuardia,55.0
2020-08-22,Los Angeles International,67.0
2020-08-22,McCarran International,34.0
2020-08-22,Miami International,45.0
2020-08-22,Newark Liberty International,100.0
2020-08-22,San Francisco International,41.0
2020-08-22,Seattle-Tacoma International,55.0
2020-08-22,Washington Dulles International,62.0
2020-08-23,Boston Logan International,73.0
2020-08-23,Charlotte Douglas International,91.0
2020-08-23,Chicago OHare International,75.0
2020-08-23,Dallas/Fort Worth International,67.0
2020-08-23,Daniel K. Inouye International,81.0
2020-08-23,Denver International,49.0
2020-08-23,Detroit Metropolitan Wayne County,43.0
2020-08-23,Hartsfield-Jackson Atlanta International,62.0
2020-08-23,John F. Kennedy International,81.0
2020-08-23,LaGuardia,74.0
2020-08-23,Los Angeles International,69.0
2020-08-23,McCarran International,44.0
2020-08-23,Miami International,78.0
2020-08-23,Newark Liberty International,100.0
2020-08-23,San Francisco International,55.0
2020-08-23,Seattle-Tacoma International,64.0
2020-08-23,Washington Dulles International,52.0
2020-08-24,Boston Logan International,67.0
2020-08-24,Charlotte Douglas International,87.0
2020-08-24,Chicago OHare International,82.0
2020-08-24,Dallas/Fort Worth International,82.0
2020-08-24,Daniel K. Inouye International,100.0
2020-08-24,Denver International,64.0
2020-08-24,Detroit Metropolitan Wayne County,42.0
2020-08-24,Hartsfield-Jackson Atlanta International,66.0
2020-08-24,John F. Kennedy International,56.0
2020-08-24,LaGuardia,93.0
2020-08-24,Los Angeles International,80.0
2020-08-24,McCarran International,41.0
2020-08-24,Miami International,72.0
2020-08-24,Newark Liberty International,100.0
2020-08-24,San Francisco International,50.0
2020-08-24,Seattle-Tacoma International,58.0
2020-08-24,Washington Dulles International,69.0
2020-08-25,Boston Logan International,65.0
2020-08-25,Charlotte Douglas International,100.0
2020-08-25,Chicago OHare International,75.0
2020-08-25,Dallas/Fort Worth International,83.0
2020-08-25,Daniel K. Inouye International,89.0
2020-08-25,Denver International,71.0
2020-08-25,Detroit Metropolitan Wayne County,56.0
2020-08-25,Hartsfield-Jackson Atlanta International,66.0
2020-08-25,John F. Kennedy International,60.0
2020-08-25,LaGuardia,67.0
2020-08-25,Los Angeles International,76.0
2020-08-25,McCarran International,56.0
2020-08-25,Miami International,81.0
2020-08-25,Newark Liberty International,100.0
2020-08-25,San Francisco International,58.0
2020-08-25,Seattle-Tacoma International,69.0
2020-08-25,Washington Dulles International,68.0
2020-08-26,Boston Logan International,76.0
2020-08-26,Charlotte Douglas International,94.0
2020-08-26,Chicago OHare International,83.0
2020-08-26,Dallas/Fort Worth International,92.0
2020-08-26,Daniel K. Inouye International,100.0
2020-08-26,Denver International,68.0
2020-08-26,Detroit Metropolitan Wayne County,50.0
2020-08-26,Hartsfield-Jackson Atlanta International,63.0
2020-08-26,John F. Kennedy International,58.0
2020-08-26,LaGuardia,70.0
2020-08-26,Los Angeles International,78.0
2020-08-26,McCarran International,63.0
2020-08-26,Miami International,76.0
2020-08-26,Newark Liberty International,100.0
2020-08-26,San Francisco International,55.0
2020-08-26,Seattle-Tacoma International,85.0
2020-08-26,Washington Dulles International,67.0
2020-08-27,Boston Logan International,61.0
2020-08-27,Charlotte Douglas International,100.0
2020-08-27,Chicago OHare International,79.0
2020-08-27,Dallas/Fort Worth International,81.0
2020-08-27,Daniel K. Inouye International,95.0
2020-08-27,Denver International,65.0
2020-08-27,Detroit Metropolitan Wayne County,55.0
2020-08-27,Hartsfield-Jackson Atlanta International,69.0
2020-08-27,John F. Kennedy International,58.0
2020-08-27,LaGuardia,75.0
2020-08-27,Los Angeles International,80.0
2020-08-27,McCarran International,59.0
2020-08-27,Miami International,78.0
2020-08-27,Newark Liberty International,100.0
2020-08-27,San Francisco International,50.0
2020-08-27,Seattle-Tacoma International,77.0
2020-08-27,Washington Dulles International,65.0
2020-08-28,Boston Logan International,65.0
2020-08-28,Charlotte Douglas International,79.0
2020-08-28,Chicago OHare International,80.0
2020-08-28,Dallas/Fort Worth International,95.0
2020-08-28,Daniel K. Inouye International,83.0
2020-08-28,Denver International,77.0
2020-08-28,Detroit Metropolitan Wayne County,51.0
2020-08-28,Hartsfield-Jackson Atlanta International,67.0
2020-08-28,John F. Kennedy International,55.0
2020-08-28,LaGuardia,57.0
2020-08-28,Los Angeles International,79.0
2020-08-28,McCarran International,48.0
2020-08-28,Miami International,85.0
2020-08-28,Newark Liberty International,100.0
2020-08-28,San Francisco International,54.0
2020-08-28,Seattle-Tacoma International,68.0
2020-08-28,Washington Dulles International,65.0
2020-08-29,Boston Logan International,64.0
2020-08-29,Charlotte Douglas International,67.0
2020-08-29,Chicago OHare International,74.0
2020-08-29,Dallas/Fort Worth International,84.0
2020-08-29,Daniel K. Inouye International,90.0
2020-08-29,Denver International,55.0
2020-08-29,Detroit Metropolitan Wayne County,42.0
2020-08-29,Hartsfield-Jackson Atlanta International,74.0
2020-08-29,John F. Kennedy International,68.0
2020-08-29,LaGuardia,61.0
2020-08-29,Los Angeles International,80.0
2020-08-29,McCarran International,32.0
2020-08-29,Miami International,67.0
2020-08-29,Newark Liberty International,100.0
2020-08-29,San Francisco International,44.0
2020-08-29,Seattle-Tacoma International,65.0
2020-08-29,Washington Dulles International,54.0
2020-08-30,Boston Logan International,75.0
2020-08-30,Charlotte Douglas International,67.0
2020-08-30,Chicago OHare International,62.0
2020-08-30,Dallas/Fort Worth International,75.0
2020-08-30,Daniel K. Inouye International,88.0
2020-08-30,Denver International,54.0
2020-08-30,Detroit Metropolitan Wayne County,32.0
2020-08-30,Hartsfield-Jackson Atlanta International,62.0
2020-08-30,John F. Kennedy International,87.0
2020-08-30,LaGuardia,66.0
2020-08-30,Los Angeles International,66.0
2020-08-30,McCarran International,44.0
2020-08-30,Miami International,64.0
2020-08-30,Newark Liberty International,100.0
2020-08-30,San Francisco International,44.0
2020-08-30,Seattle-Tacoma International,68.0
2020-08-30,Washington Dulles International,41.0
2020-08-31,Boston Logan International,61.0
2020-08-31,Charlotte Douglas International,90.0
2020-08-31,Chicago OHare International,73.0
2020-08-31,Dallas/Fort Worth International,90.0
2020-08-31,Daniel K. Inouye International,83.0
2020-08-31,Denver International,67.0
2020-08-31,Detroit Metropolitan Wayne County,41.0
2020-08-31,Hartsfield-Jackson Atlanta International,62.0
2020-08-31,John F. Kennedy International,56.0
2020-08-31,LaGuardia,67.0
2020-08-31,Los Angeles International,80.0
2020-08-31,McCarran International,38.0
2020-08-31,Miami International,69.0
2020-08-31,Newark Liberty International,100.0
2020-08-31,San Francisco International,53.0
2020-08-31,Seattle-Tacoma International,60.0
2020-08-31,Washington Dulles International,65.0
2020-09-01,Boston Logan International,69.0
2020-09-01,Charlotte Douglas International,100.0
2020-09-01,Chicago OHare International,71.0
2020-09-01,Dallas/Fort Worth International,82.0
2020-09-01,Daniel K. Inouye International,79.0
2020-09-01,Denver International,68.0
2020-09-01,Detroit Metropolitan Wayne County,52.0
2020-09-01,Hartsfield-Jackson Atlanta International,71.0
2020-09-01,John F. Kennedy International,59.0
2020-09-01,LaGuardia,58.0
2020-09-01,Los Angeles International,82.0
2020-09-01,McCarran International,55.0
2020-09-01,Miami International,79.0
2020-09-01,Newark Liberty International,100.0
2020-09-01,San Francisco International,80.0
2020-09-01,Seattle-Tacoma International,65.0
