Date,AirportName,PercentOfBaseline
2020-09-01,Washington Dulles International,72.0
2020-09-02,Boston Logan International,75.0
2020-09-02,Charlotte Douglas International,99.0
2020-09-02,Chicago OHare International,73.0
2020-09-02,Dallas/Fort Worth International,82.0
2020-09-02,Daniel K. Inouye International,82.0
2020-09-02,Denver International,69.0
2020-09-02,Detroit Metropolitan Wayne County,54.0
2020-09-02,Hartsfield-Jackson Atlanta International,67.0
2020-09-02,John F. Kennedy International,61.0
2020-09-02,LaGuardia,57.0
2020-09-02,Los Angeles International,75.0
2020-09-02,McCarran International,60.0
2020-09-02,Miami International,76.0
2020-09-02,Newark Liberty International,100.0
2020-09-02,San Francisco International,56.0
2020-09-02,Seattle-Tacoma International,72.0
2020-09-02,Washington Dulles International,59.0
2020-09-03,Boston Logan International,58.0
2020-09-03,Charlotte Douglas International,100.0
2020-09-03,Chicago OHare International,72.0
2020-09-03,Dallas/Fort Worth International,85.0
2020-09-03,Daniel K. Inouye International,93.0
2020-09-03,Denver International,80.0
2020-09-03,Detroit Metropolitan Wayne County,53.0
2020-09-03,Hartsfield-Jackson Atlanta International,68.0
2020-09-03,John F. Kennedy International,59.0
2020-09-03,LaGuardia,61.0
2020-09-03,Los Angeles International,80.0
2020-09-03,McCarran International,63.0
2020-09-03,Miami International,79.0
2020-09-03,Newark Liberty International,100.0
2020-09-03,San Francisco International,60.0
2020-09-03,Seattle-Tacoma International,71.0
2020-09-03,Washington Dulles International,60.0
2020-09-04,Boston Logan International,64.0
2020-09-04,Charlotte Douglas International,94.0
2020-09-04,Chicago OHare International,67.0
2020-09-04,Dallas/Fort Worth International,80.0
2020-09-04,Daniel K. Inouye International,73.0
2020-09-04,Denver International,78.0
2020-09-04,Detroit Metropolitan Wayne County,60.0
2020-09-04,Hartsfield-Jackson Atlanta International,67.0
2020-09-04,John F. Kennedy International,53.0
2020-09-04,LaGuardia,60.0
2020-09-04,Los Angeles International,79.0
2020-09-04,McCarran International,53.0
2020-09-04,Miami International,72.0
2020-09-04,Newark Liberty International,100.0
2020-09-04,San Francisco International,73.0
2020-09-04,Seattle-Tacoma International,65.0
2020-09-04,Washington Dulles International,47.0
2020-09-05,Boston Logan International,59.0
2020-09-05,Charlotte Douglas International,100.0
2020-09-05,Chicago OHare International,71.0
2020-09-05,Dallas/Fort Worth International,81.0
2020-09-05,Daniel K. Inouye International,83.0
2020-09-05,Denver International,48.0
2020-09-05,Detroit Metropolitan Wayne County,42.0
2020-09-05,Hartsfield-Jackson Atlanta International,68.0
2020-09-05,John F. Kennedy International,65.0
2020-09-05,LaGuardia,60.0
2020-09-05,Los Angeles International,74.0
2020-09-05,McCarran International,43.0
2020-09-05,Miami International,49.0
2020-09-05,Newark Liberty International,91.0
2020-09-05,San Francisco International,47.0
2020-09-05,Seattle-Tacoma International,61.0
2020-09-05,Washington Dulles International,38.0
2020-09-06,Boston Logan International,58.0
2020-09-06,Charlotte Douglas International,92.0
2020-09-06,Chicago OHare International,51.0
2020-09-06,Dallas/Fort Worth International,71.0
2020-09-06,Daniel K. Inouye International,97.0
2020-09-06,Denver International,43.0
2020-09-06,Detroit Metropolitan Wayne County,39.0
2020-09-06,Hartsfield-Jackson Atlanta International,61.0
2020-09-06,John F. Kennedy International,78.0
2020-09-06,LaGuardia,65.0
2020-09-06,Los Angeles International,66.0
2020-09-06,McCarran International,36.0
2020-09-06,Miami International,62.0
2020-09-06,Newark Liberty International,100.0
2020-09-06,San Francisco International,40.0
2020-09-06,Seattle-Tacoma International,47.0
2020-09-06,Washington Dulles International,46.0
2020-09-07,Boston Logan International,44.0
2020-09-07,Charlotte Douglas International,34.0
2020-09-07,Chicago OHare International,21.0
2020-09-07,Dallas/Fort Worth International,26.0
2020-09-07,Daniel K. Inouye International,50.0
2020-09-07,Denver International,32.0
2020-09-07,Detroit Metropolitan Wayne County,32.0
2020-09-07,Hartsfield-Jackson Atlanta International,34.0
2020-09-07,John F. Kennedy International,28.0
2020-09-07,LaGuardia,31.0
2020-09-07,Los Angeles International,44.0
2020-09-07,McCarran International,22.0
2020-09-07,Miami International,31.0
2020-09-07,Newark Liberty International,56.0
2020-09-07,San Francisco International,19.0
2020-09-07,Seattle-Tacoma International,31.0
2020-09-07,Washington Dulles International,17.0
2020-09-08,Boston Logan International,64.0
2020-09-08,Charlotte Douglas International,100.0
2020-09-08,Chicago OHare International,62.0
2020-09-08,Dallas/Fort Worth International,79.0
2020-09-08,Daniel K. Inouye International,65.0
2020-09-08,Denver International,64.0
2020-09-08,Detroit Metropolitan Wayne County,48.0
2020-09-08,Hartsfield-Jackson Atlanta International,61.0
2020-09-08,John F. Kennedy International,53.0
2020-09-08,LaGuardia,60.0
2020-09-08,Los Angeles International,67.0
2020-09-08,McCarran International,64.0
2020-09-08,Miami International,70.0
2020-09-08,Newark Liberty International,92.0
2020-09-08,San Francisco International,64.0
2020-09-08,Seattle-Tacoma International,54.0
2020-09-08,Washington Dulles International,61.0
2020-09-09,Boston Logan International,66.0
2020-09-09,Charlotte Douglas International,100.0
2020-09-09,Chicago OHare International,81.0
2020-09-09,Dallas/Fort Worth International,96.0
2020-09-09,Daniel K. Inouye International,83.0
2020-09-09,Denver International,68.0
2020-09-09,Detroit Metropolitan Wayne County,54.0
2020-09-09,Hartsfield-Jackson Atlanta International,64.0
2020-09-09,John F. Kennedy International,60.0
2020-09-09,LaGuardia,63.0
2020-09-09,Los Angeles International,76.0
2020-09-09,McCarran International,59.0
2020-09-09,Miami International,70.0
2020-09-09,Newark Liberty International,100.0
2020-09-09,San Francisco International,62.0
2020-09-09,Seattle-Tacoma International,74.0
2020-09-09,Washington Dulles International,62.0
2020-09-10,Boston Logan International,58.0
2020-09-10,Charlotte Douglas International,100.0
2020-09-10,Chicago OHare International,70.0
2020-09-10,Dallas/Fort Worth International,90.0
2020-09-10,Daniel K. Inouye International,87.0
2020-09-10,Denver International,68.0
2020-09-10,Detroit Metropolitan Wayne County,58.0
2020-09-10,Hartsfield-Jackson Atlanta International,70.0
2020-09-10,John F. Kennedy International,58.0
2020-09-10,LaGuardia,61.0
2020-09-10,Los Angeles International,80.0
2020-09-10,McCarran International,66.0
2020-09-10,Miami International,67.0
2020-09-10,Newark Liberty International,100.0
2020-09-10,San Francisco International,61.0
2020-09-10,Seattle-Tacoma International,76.0
2020-09-10,Washington Dulles International,57.0
2020-09-11,Boston Logan International,65.0
2020-09-11,Charlotte Douglas International,100.0
2020-09-11,Chicago OHare International,69.0
2020-09-11,Dallas/Fort Worth International,90.0
2020-09-11,Daniel K. Inouye International,83.0
2020-09-11,Denver International,79.0
2020-09-11,Detroit Metropolitan Wayne County,58.0
2020-09-11,Hartsfield-Jackson Atlanta International,59.0
2020-09-11,John F. Kennedy International,55.0
2020-09-11,LaGuardia,56.0
2020-09-11,Los Angeles International,79.0
2020-09-11,McCarran International,59.0
2020-09-11,Miami International,73.0
2020-09-11,Newark Liberty International,100.0
2020-09-11,San Francisco International,57.0
2020-09-11,Seattle-Tacoma International,69.0
2020-09-11,Washington Dulles International,67.0
2020-09-12,Boston Logan International,61.0
2020-09-12,Charlotte Douglas International,81.0
2020-09-12,Chicago OHare International,68.0
2020-09-12,Dallas/Fort Worth International,84.0
2020-09-12,Daniel K. Inouye International,83.0
2020-09-12,Denver International,59.0
2020-09-12,Detroit Metropolitan Wayne County,65.0
2020-09-12,Hartsfield-Jackson Atlanta International,62.0
2020-09-12,John F. Kennedy International,66.0
2020-09-12,LaGuardia,75.0
2020-09-12,Los Angeles International,77.0
2020-09-12,McCarran International,51.0
2020-09-12,Miami International,48.0
2020-09-12,Newark Liberty International,100.0
2020-09-12,San Francisco International,46.0
2020-09-12,Seattle-Tacoma International,68.0
2020-09-12,Washington Dulles International,46.0
2020-09-13,Boston Logan International,63.0
2020-09-13,Charlotte Douglas International,79.0
2020-09-13,Chicago OHare International,66.0
2020-09-13,Dallas/Fort Worth International,69.0
2020-09-13,Daniel K. Inouye International,82.0
2020-09-13,Denver International,55.0
2020-09-13,Detroit Metropolitan Wayne County,53.0
2020-09-13,Hartsfield-Jackson Atlanta International,57.0
2020-09-13,John F. Kennedy International,84.0
2020-09-13,LaGuardia,45.0
2020-09-13,Los Angeles International,71.0
2020-09-13,McCarran International,32.0
2020-09-13,Miami International,73.0
2020-09-13,Newark Liberty International,100.0
2020-09-13,San Francisco International,40.0
2020-09-13,Seattle-Tacoma International,66.0
2020-09-13,Washington Dulles International,46.0
2020-09-14,Boston Logan International,69.0
2020-09-14,Charlotte Douglas International,97.0
2020-09-14,Chicago OHare International,78.0
2020-09-14,Dallas/Fort Worth International,98.0
2020-09-14,Daniel K. Inouye International,89.0
2020-09-14,Denver International,63.0
2020-09-14,Detroit Metropolitan Wayne County,50.0
2020-09-14,Hartsfield-Jackson Atlanta International,66.0
2020-09-14,John F. Kennedy International,71.0
2020-09-14,LaGuardia,65.0
2020-09-14,Los Angeles International,75.0
2020-09-14,McCarran International,45.0
2020-09-14,Miami International,69.0
2020-09-14,Newark Liberty International,100.0
2020-09-14,San Francisco International,49.0
2020-09-14,Seattle-Tacoma International,66.0
2020-09-14,Washington Dulles International,83.0
2020-09-15,Boston Logan International,65.0
2020-09-15,Charlotte Douglas International,99.0
2020-09-15,Chicago OHare International,75.0
2020-09-15,Dallas/Fort Worth International,95.0
2020-09-15,Daniel K. Inouye International,90.0
2020-09-15,Denver International,70.0
2020-09-15,Detroit Metropolitan Wayne County,58.0
2020-09-15,Hartsfield-Jackson Atlanta International,62.0
2020-09-15,John F. Kennedy International,64.0
2020-09-15,LaGuardia,62.0
2020-09-15,Los Angeles International,83.0
2020-09-15,McCarran International,54.0
2020-09-15,Miami International,79.0
2020-09-15,Newark Liberty International,100.0
2020-09-15,San Francisco International,65.0
2020-09-15,Seattle-Tacoma International,61.0
2020-09-15,Washington Dulles International,81.0
2020-09-16,Boston Logan International,75.0
2020-09-16,Charlotte Douglas International,100.0
2020-09-16,Chicago OHare International,77.0
2020-09-16,Dallas/Fort Worth International,96.0
2020-09-16,Daniel K. Inouye International,86.0
2020-09-16,Denver International,72.0
2020-09-16,Detroit Metropolitan Wayne County,55.0
2020-09-16,Hartsfield-Jackson Atlanta International,62.0
2020-09-16,John F. Kennedy International,58.0
2020-09-16,LaGuardia,69.0
2020-09-16,Los Angeles International,75.0
2020-09-16,McCarran International,54.0
2020-09-16,Miami International,77.0
2020-09-16,Newark Liberty International,100.0
2020-09-16,San Francisco International,50.0
2020-09-16,Seattle-Tacoma International,77.0
2020-09-16,Washington Dulles International,73.0
2020-09-17,Boston Logan International,62.0
2020-09-17,Charlotte Douglas International,88.0
2020-09-17,Chicago OHare International,78.0
2020-09-17,Dallas/Fort Worth International,94.0
2020-09-17,Daniel K. Inouye International,82.0
2020-09-17,Denver International,71.0
2020-09-17,Detroit Metropolitan Wayne County,55.0
2020-09-17,Hartsfield-Jackson Atlanta International,60.0
2020-09-17,John F. Kennedy International,57.0
2020-09-17,LaGuardia,67.0
2020-09-17,Los Angeles International,77.0
2020-09-17,McCarran International,51.0
2020-09-17,Miami International,73.0
2020-09-17,Newark Liberty International,100.0
2020-09-17,San Francisco International,54.0
2020-09-17,Seattle-Tacoma International,70.0
2020-09-17,Washington Dulles International,63.0
2020-09-18,Boston Logan International,75.0
2020-09-18,Charlotte Douglas International,81.0
2020-09-18,Chicago OHare International,75.0
2020-09-18,Dallas/Fort Worth International,97.0
2020-09-18,Daniel K. Inouye International,85.0
2020-09-18,Denver International,81.0
2020-09-18,Detroit Metropolitan Wayne County,47.0
2020-09-18,Hartsfield-Jackson Atlanta International,61.0
2020-09-18,John F. Kennedy International,55.0
2020-09-18,LaGuardia,73.0
2020-09-18,Los Angeles International,75.0
2020-09-18,McCarran International,56.0
2020-09-18,Miami International,77.0
2020-09-18,Newark Liberty International,100.0
2020-09-18,San Francisco International,69.0
2020-09-18,Seattle-Tacoma International,75.0
2020-09-18,Washington Dulles International,69.0
2020-09-19,Boston Logan International,63.0
2020-09-19,Charlotte Douglas International,93.0
2020-09-19,Chicago OHare International,77.0
2020-09-19,Dallas/Fort Worth International,80.0
2020-09-19,Daniel K. Inouye International,79.0
2020-09-19,Denver International,50.0
2020-09-19,Detroit Metropolitan Wayne County,50.0
2020-09-19,Hartsfield-Jackson Atlanta International,63.0
2020-09-19,John F. Kennedy International,71.0
2020-09-19,LaGuardia,78.0
2020-09-19,Los Angeles International,76.0
2020-09-19,McCarran International,36.0
2020-09-19,Miami International,52.0
2020-09-19,Newark Liberty International,100.0
2020-09-19,San Francisco International,49.0
2020-09-19,Seattle-Tacoma International,51.0
2020-09-19,Washington Dulles International,54.0
2020-09-20,Boston Logan International,56.0
2020-09-20,Charlotte Douglas International,84.0
2020-09-20,Chicago OHare International,62.0
2020-09-20,Dallas/Fort Worth International,70.0
2020-09-20,Daniel K. Inouye International,89.0
2020-09-20,Denver International,54.0
2020-09-20,Detroit Metropolitan Wayne County,38.0
2020-09-20,Hartsfield-Jackson Atlanta International,63.0
2020-09-20,John F. Kennedy International,76.0
2020-09-20,LaGuardia,52.0
2020-09-20,Los Angeles International,71.0
2020-09-20,McCarran International,29.0
2020-09-20,Miami International,60.0
2020-09-20,Newark Liberty International,100.0
2020-09-20,San Francisco International,48.0
2020-09-20,Seattle-Tacoma International,54.0
2020-09-20,Washington Dulles International,66.0
2020-09-21,Boston Logan International,70.0
2020-09-21,Charlotte Douglas International,87.0
2020-09-21,Chicago OHare International,81.0
2020-09-21,Dallas/Fort Worth International,95.0
2020-09-21,Daniel K. Inouye International,94.0
2020-09-21,Denver International,68.0
2020-09-21,Detroit Metropolitan Wayne County,44.0
2020-09-21,Hartsfield-Jackson Atlanta International,63.0
2020-09-21,John F. Kennedy International,72.0
2020-09-21,LaGuardia,75.0
2020-09-21,Los Angeles International,79.0
2020-09-21,McCarran International,48.0
2020-09-21,Miami International,76.0
2020-09-21,Newark Liberty International,100.0
2020-09-21,San Francisco International,61.0
2020-09-21,Seattle-Tacoma International,69.0
2020-09-21,Washington Dulles International,69.0
2020-09-22,Boston Logan International,71.0
2020-09-22,Charlotte Douglas International,100.0
2020-09-22,Chicago OHare International,83.0
2020-09-22,Dallas/Fort Worth International,87.0
2020-09-22,Daniel K. Inouye International,90.0
2020-09-22,Denver International,69.0
2020-09-22,Detroit Metropolitan Wayne County,49.0
2020-09-22,Hartsfield-Jackson Atlanta International,63.0
2020-09-22,John F. Kennedy International,72.0
